name,urlslug,ID,ALIGN,EYE,HAIR,SEX,GSM,ALIVE,APPEARANCES,FIRST APPEARANCE,Year
Arthur Reynolds (Earth-616),\/Arthur_Reynolds_(Earth-616),Secret Identity,Bad Characters,,,Male Characters,,Living Characters,3,Apr-78,1978
Bashenga (Earth-616),\/Bashenga_(Earth-616),Secret Identity,,,,Male Characters,,Living Characters,3,Jan-78,1978
Boulder (Outcasts) (Earth-616),\/Boulder_(Outcasts)_(Earth-616),Secret Identity,Bad Characters,,Bald,Male Characters,,Living Characters,3,Dec-78,1978
Charles P. Irwin (Earth-616),\/Charles_P._Irwin_(Earth-616),Public Identity,,,Brown Hair,Male Characters,,Living Characters,3,Oct-78,1978
Franz Schneider (Earth-616),\/Franz_Schneider_(Earth-616),Public Identity,Neutral Characters,,White Hair,Male Characters,,Living Characters,3,Feb-78,1978
Gasshga (Earth-616),\/Gasshga_(Earth-616),Public Identity,Bad Characters,,Blue Hair,Male Characters,,Living Characters,3,Feb-78,1978
James Wyatt (Earth-616),\/James_Wyatt_(Earth-616),Public Identity,Bad Characters,,,Male Characters,,Living Characters,3,Jun-78,1978
Khadar (Earth-616),\/Khadar_(Earth-616),No Dual Identity,Neutral Characters,,No Hair,Male Characters,,Living Characters,3,Oct-78,1978
Mathal (Earth-616),\/Mathal_(Earth-616),,Good Characters,,,,,Living Characters,3,Oct-78,1978
Ollerus (Earth-616),\/Ollerus_(Earth-616),Public Identity,,,,Male Characters,,Living Characters,3,Dec-78,1978
Steven Danvers (Earth-616),\/Steven_Danvers_(Earth-616),,Neutral Characters,Blue Eyes,Brown Hair,Male Characters,,Deceased Characters,3,Aug-78,1978
Thunder (Deviant) (Earth-616),\/Thunder_(Deviant)_(Earth-616),,Bad Characters,,,Male Characters,,Living Characters,3,Sep-78,1978
Val Adair (Earth-616),\/Val_Adair_(Earth-616),Public Identity,Bad Characters,Brown Eyes,Black Hair,Male Characters,,Living Characters,3,Dec-78,1978
Alexei Vazhin (Robot) (Earth-616),\/Alexei_Vazhin_(Robot)_(Earth-616),,Bad Characters,,,,,Deceased Characters,3,Jul-79,1979
Annie Wong (Earth-616),\/Annie_Wong_(Earth-616),,,,Black Hair,Female Characters,,Living Characters,3,Jun-79,1979
Barth Bukowski (Earth-616),\/Barth_Bukowski_(Earth-616),,Good Characters,,Blond Hair,Male Characters,,Living Characters,3,Apr-79,1979
Captain Hama (Earth-616),\/Captain_Hama_(Earth-616),,Good Characters,,,Male Characters,,Living Characters,3,Jan-79,1979
Chaos (Eternal) (Earth-616),\/Chaos_(Eternal)_(Earth-616),,Bad Characters,,No Hair,Male Characters,,Living Characters,3,Mar-79,1979
Dionysus (Eternal) (Earth-616),\/Dionysus_(Eternal)_(Earth-616),,Bad Characters,,Brown Hair,Male Characters,,Living Characters,3,Jan-79,1979
Eye Killers (Earth-616),\/Eye_Killers_(Earth-616),Secret Identity,Bad Characters,Red Eyes,No Hair,,,Living Characters,3,Dec-79,1979
Ginny Snow (Earth-616),\/Ginny_Snow_(Earth-616),,Good Characters,,,Female Characters,,Living Characters,3,Oct-79,1979
Hand of Five (Earth-616),\/Hand_of_Five_(Earth-616),Secret Identity,Bad Characters,,No Hair,,,Living Characters,3,Oct-79,1979
Paris (Earth-616),\/Paris_(Earth-616),Public Identity,,,Blond Hair,Male Characters,,Living Characters,3,Nov-79,1979
Randy Vale (Earth-616),\/Randy_Vale_(Earth-616),Secret Identity,Bad Characters,,Black Hair,Male Characters,,Deceased Characters,3,Apr-79,1979
Skrull-X (Earth-616),\/Skrull-X_(Earth-616),Secret Identity,Bad Characters,Red Eyes,No Hair,Male Characters,,Living Characters,3,Mar-79,1979
Susquatch (Earth-616),\/Susquatch_(Earth-616),,,,White Hair,Male Characters,,Deceased Characters,3,May-79,1979
Uranus Bliss (Earth-616),\/Uranus_Bliss_(Earth-616),Public Identity,Neutral Characters,Brown Eyes,Brown Hair,Female Characters,,Living Characters,3,Mar-79,1979
Waxman (Earth-616),\/Waxman_(Earth-616),,Bad Characters,,,Male Characters,,Living Characters,3,Aug-79,1979
Xhoohx (Earth-616),\/Xhoohx_(Earth-616),,,,Yellow Hair,Male Characters,,Deceased Characters,3,Jun-79,1979
Aaron Soames (Earth-616),\/Aaron_Soames_(Earth-616),Secret Identity,Bad Characters,Blue Eyes,White Hair,Male Characters,,Deceased Characters,3,Nov-80,1980
Ammon Ra (Earth-616),\/Ammon_Ra_(Earth-616),No Dual Identity,Neutral Characters,,,Male Characters,,Living Characters,3,Oct-80,1980
Centauron (Earth-616),\/Centauron_(Earth-616),Secret Identity,,,,Male Characters,,Deceased Characters,3,Jul-80,1980
Computrex (Earth-616),\/Computrex_(Earth-616),,Bad Characters,,,,,Living Characters,3,Dec-80,1980
Doctor Daedalus (Earth-616),\/Doctor_Daedalus_(Earth-616),,Bad Characters,,Bald,Male Characters,,Deceased Characters,3,Feb-80,1980
Earl Cowan (Earth-616),\/Earl_Cowan_(Earth-616),Public Identity,Bad Characters,,Brown Hair,Male Characters,,Living Characters,3,Jul-80,1980
Harek Korgon (Earth-616),\/Harek_Korgon_(Earth-616),,,Red Eyes,Blond Hair,Male Characters,,Living Characters,3,Nov-80,1980
John Ehrmann (Earth-616),\/John_Ehrmann_(Earth-616),Public Identity,Good Characters,Brown Eyes,Brown Hair,Male Characters,,Living Characters,3,Aug-80,1980
Leoninus (Earth-616),\/Leoninus_(Earth-616),Secret Identity,Bad Characters,,Blond Hair,Male Characters,,Living Characters,3,Oct-80,1980
Marcus Immortus (Earth-616),\/Marcus_Immortus_(Earth-616),,Bad Characters,,Black Hair,Male Characters,,Deceased Characters,3,Oct-80,1980
Mary Shamara (Earth-616),\/Mary_Shamara_(Earth-616),No Dual Identity,Good Characters,,Black Hair,Female Characters,,Living Characters,3,Mar-80,1980
Paul Bailey (Earth-616),\/Paul_Bailey_(Earth-616),Secret Identity,Neutral Characters,,Brown Hair,Male Characters,,Living Characters,3,Oct-80,1980
Phyllis Shamara (Earth-616),\/Phyllis_Shamara_(Earth-616),No Dual Identity,Good Characters,,Black Hair,Female Characters,,Living Characters,3,Mar-80,1980
Ray-na (Earth-616),\/Ray-na_(Earth-616),Public Identity,Good Characters,Blue Eyes,Black Hair,Female Characters,,Deceased Characters,3,Apr-80,1980
Siren (Changelings) (Earth-616),\/Siren_(Changelings)_(Earth-616),Secret Identity,,,Blond Hair,Female Characters,,Living Characters,3,Sep-80,1980
Timothy Braverman (Earth-616),\/Timothy_Braverman_(Earth-616),,Bad Characters,,,Male Characters,,Living Characters,3,Feb-80,1980
Willard Harrison (Earth-616),\/Willard_Harrison_(Earth-616),Public Identity,Bad Characters,,,Male Characters,,Living Characters,3,Aug-80,1980
Yahweh (Earth-616),\/Yahweh_(Earth-616),No Dual Identity,Neutral Characters,Variable Eyes,Variable Hair,Male Characters,,Living Characters,3,Oct-80,1980
Aquon (Microverse) (Earth-616),\/Aquon_(Microverse)_(Earth-616),No Dual Identity,Good Characters,Brown Eyes,Brown Hair,Male Characters,,Deceased Characters,3,Jun-81,1981
Astron (Earth-616),\/Astron_(Earth-616),Secret Identity,Neutral Characters,,,Male Characters,,Deceased Characters,3,Apr-81,1981
Berserker (Primitive) (Earth-616),\/Berserker_(Primitive)_(Earth-616),Secret Identity,Bad Characters,Green Eyes,Brown Hair,Male Characters,,Living Characters,3,May-81,1981
Elaine Banner (Earth-616),\/Elaine_Banner_(Earth-616),,,Brown Eyes,Blond Hair,Female Characters,,Deceased Characters,3,Apr-81,1981
Ira Gross (Earth-616),\/Ira_Gross_(Earth-616),Public Identity,Good Characters,Blue Eyes,Brown Hair,Male Characters,,Living Characters,3,Nov-81,1981
Mia Carrera (Earth-616),\/Mia_Carrera_(Earth-616),Public Identity,Good Characters,Blue Eyes,Black Hair,Female Characters,,Living Characters,3,Dec-81,1981
Mud-Thing (Earth-616),\/Mud-Thing_(Earth-616),Secret Identity,Neutral Characters,White Eyes,,Male Characters,,Living Characters,3,Jun-81,1981
Nadar (Earth-616),\/Nadar_(Earth-616),Public Identity,Good Characters,,Black Hair,Male Characters,,Living Characters,3,Jan-81,1981
Ozzie Palmer (Earth-616),\/Ozzie_Palmer_(Earth-616),,Bad Characters,,Blond Hair,Male Characters,,Living Characters,3,Jun-81,1981
Ral Dorn (Earth-616),\/Ral_Dorn_(Earth-616),,,,,Male Characters,,Living Characters,3,Oct-81,1981
Ramon Hernandez (Doctor) (Earth-616),\/Ramon_Hernandez_(Doctor)_(Earth-616),Public Identity,Good Characters,,Black Hair,Male Characters,,Living Characters,3,Mar-81,1981
Red Fowler (Earth-616),\/Red_Fowler_(Earth-616),Public Identity,Good Characters,,Red Hair,Male Characters,,Living Characters,3,Dec-81,1981
Shastra (Earth-616),\/Shastra_(Earth-616),,,,Brown Hair,Female Characters,,Deceased Characters,3,Apr-81,1981
Stygorr (Earth-616),\/Stygorr_(Earth-616),,Bad Characters,Violet Eyes,,Male Characters,,Living Characters,3,Jun-81,1981
Ursula Richards (Earth-616),\/Ursula_Richards_(Earth-616),Public Identity,Good Characters,,Black Hair,Female Characters,,Living Characters,3,Dec-81,1981
William McLaughlin (Earth-616),\/William_McLaughlin_(Earth-616),Public Identity,Bad Characters,Brown Eyes,Brown Hair,Male Characters,,Living Characters,3,Jan-81,1981
William Scott (Earth-616),\/William_Scott_(Earth-616),Public Identity,Bad Characters,Blue Eyes,Black Hair,Male Characters,,Deceased Characters,3,Oct-81,1981
Xi Shan-Hao (Earth-616),\/Xi_Shan-Hao_(Earth-616),,Bad Characters,,Bald,Male Characters,,Living Characters,3,Mar-81,1981
Alcmena (Earth-616),\/Alcmena_(Earth-616),Secret Identity,Good Characters,Brown Eyes,Brown Hair,Female Characters,,Deceased Characters,3,Oct-82,1982
Atra (Earth-616),\/Atra_(Earth-616),,Bad Characters,Blue Eyes,Bald,Male Characters,,Living Characters,3,Nov-82,1982
Blackthorn (Earth-616),\/Blackthorn_(Earth-616),Public Identity,Neutral Characters,Violet Eyes,No Hair,Male Characters,,Living Characters,3,May-82,1982
Borna (Menagerie of Rimthursar) (Earth-616),\/Borna_(Menagerie_of_Rimthursar)_(Earth-616),Secret Identity,,,Black Hair,Male Characters,,Living Characters,3,Jun-82,1982
Bres (Earth-616),\/Bres_(Earth-616),Secret Identity,,,Blond Hair,Male Characters,,Living Characters,3,Nov-82,1982
Cethlann (Earth-616),\/Cethlann_(Earth-616),Secret Identity,,,,Female Characters,,Living Characters,3,Nov-82,1982
Elathan (Earth-616),\/Elathan_(Earth-616),Secret Identity,Bad Characters,,Grey Hair,Male Characters,,Living Characters,3,Nov-82,1982
Fairgold (Earth-616),\/Fairgold_(Earth-616),Secret Identity,,,Blond Hair,Female Characters,,Living Characters,3,Jun-82,1982
Fletcher Heggs (Earth-616),\/Fletcher_Heggs_(Earth-616),Secret Identity,Bad Characters,,,Male Characters,,Deceased Characters,3,Oct-82,1982
Ghost Maker (Earth-616),\/Ghost_Maker_(Earth-616),Secret Identity,Bad Characters,Brown Eyes,Black Hair,,,Living Characters,3,Mar-82,1982
Grult (Earth-616),\/Grult_(Earth-616),Secret Identity,,,Grey Hair,Male Characters,,Living Characters,3,Jun-82,1982
Indech (Earth-616),\/Indech_(Earth-616),Public Identity,Bad Characters,,No Hair,Male Characters,,Living Characters,3,Nov-82,1982
Indra (Deity) (Earth-616),\/Indra_(Deity)_(Earth-616),Secret Identity,,Blue Eyes,Black Hair,,,Living Characters,3,Oct-82,1982
Justin Alphonse Gamble (Earth-616),\/Justin_Alphonse_Gamble_(Earth-616),,Good Characters,,Red Hair,Male Characters,,Living Characters,3,Mar-82,1982
Kip Holm (Earth-616),\/Kip_Holm_(Earth-616),No Dual Identity,Good Characters,,,Male Characters,,Living Characters,3,Feb-82,1982
Kyrie (Earth-616),\/Kyrie_(Earth-616),Secret Identity,,,Brown Hair,Female Characters,,Living Characters,3,Jun-82,1982
Mehemet Faoul (Earth-616),\/Mehemet_Faoul_(Earth-616),Secret Identity,Good Characters,Brown Eyes,Black Hair,Male Characters,,Living Characters,3,Dec-82,1982
Mele (Earth-616),\/Mele_(Earth-616),Public Identity,Good Characters,,Brown Hair,Male Characters,,Living Characters,3,Apr-82,1982
Meru (Earth-616),\/Meru_(Earth-616),,,White Eyes,Grey Hair,Male Characters,,Living Characters,3,Mar-82,1982
Perseus (Greek Legend) (Earth-616),\/Perseus_(Greek_Legend)_(Earth-616),Public Identity,,,,Male Characters,,Living Characters,3,Sep-82,1982
Rimthursar (Earth-616),\/Rimthursar_(Earth-616),,Bad Characters,,Grey Hair,Male Characters,,Living Characters,3,Jun-82,1982
S.U.L.T.A.N. (Earth-616),\/S.U.L.T.A.N._(Earth-616),Secret Identity,Bad Characters,,Grey Hair,Male Characters,,Living Characters,3,Jan-82,1982
Sandy (Earth-616),\/Sandy_(Earth-616),No Dual Identity,Good Characters,,,Female Characters,,Living Characters,3,Feb-82,1982
Shaft (Chaste) (Earth-616),\/Shaft_(Chaste)_(Earth-616),,Good Characters,,,,,Deceased Characters,3,Nov-82,1982
Slithgarn (Earth-616),\/Slithgarn_(Earth-616),Secret Identity,,,,Male Characters,,Living Characters,3,Jun-82,1982
Webwing (Earth-616),\/Webwing_(Earth-616),Public Identity,Neutral Characters,Black Eyes,,,,Living Characters,3,May-82,1982
Yama (Devas) (Earth-616),\/Yama_(Devas)_(Earth-616),,Bad Characters,,Black Hair,Male Characters,,Living Characters,3,Oct-82,1982
Alhambra (Earth-616),\/Alhambra_(Earth-616),Secret Identity,Good Characters,Blue Eyes,Blond Hair,Female Characters,,Living Characters,3,Dec-83,1983
Andy (Angel) (Earth-616),\/Andy_(Angel)_(Earth-616),Secret Identity,Good Characters,Blue Eyes,White Hair,Male Characters,,Living Characters,3,Feb-83,1983
Baron von Blimp (Earth-616),\/Baron_von_Blimp_(Earth-616),,Bad Characters,,Black Hair,Male Characters,,Living Characters,3,Jul-83,1983
Brokk (Dwarf) (Earth-616),\/Brokk_(Dwarf)_(Earth-616),Public Identity,Good Characters,Brown Eyes,Bald,Male Characters,,Living Characters,3,Nov-83,1983
Drake Previn (Earth-616),\/Drake_Previn_(Earth-616),Secret Identity,Neutral Characters,Blue Eyes,Black Hair,Male Characters,,Living Characters,3,Feb-83,1983
Elsie Grimm (Earth-616),\/Elsie_Grimm_(Earth-616),,Neutral Characters,Brown Eyes,Brown Hair,Female Characters,,Living Characters,3,Jul-83,1983
Ethan Domblue (Earth-616),\/Ethan_Domblue_(Earth-616),,Bad Characters,,,Male Characters,,Living Characters,3,May-83,1983
George Hill (Earth-616),\/George_Hill_(Earth-616),,Bad Characters,,Black Hair,Male Characters,,Living Characters,3,Mar-83,1983
Gregori Larionov (Earth-616),\/Gregori_Larionov_(Earth-616),Secret Identity,Bad Characters,,,Male Characters,,Living Characters,3,Jul-83,1983
Gregory Bestman (Earth-616),\/Gregory_Bestman_(Earth-616),Public Identity,Neutral Characters,,Grey Hair,Male Characters,,Living Characters,3,May-83,1983
Jason Stryker (Earth-616),\/Jason_Stryker_(Earth-616),No Dual Identity,Bad Characters,Black Eyes,Black Hair,Male Characters,,Living Characters,3,Jan-83,1983
Jorge Latham (Earth-616),\/Jorge_Latham_(Earth-616),Public Identity,Good Characters,,Grey Hair,Male Characters,,Living Characters,3,Jul-83,1983
Locksmith (Earth-616),\/Locksmith_(Earth-616),Secret Identity,Bad Characters,Black Eyes,Black Hair,Male Characters,,Living Characters,3,Jun-83,1983
Lucas Jackson (Earth-616),\/Lucas_Jackson_(Earth-616),Public Identity,Good Characters,Yellow Eyes,No Hair,Male Characters,,Living Characters,3,Oct-83,1983
Marcus Gallio (Earth-616),\/Marcus_Gallio_(Earth-616),Secret Identity,Bad Characters,,Blond Hair,Male Characters,,Deceased Characters,3,Nov-83,1983
Polowski (Earth-616),\/Polowski_(Earth-616),,Bad Characters,,Black Hair,Male Characters,,Living Characters,3,Apr-83,1983
Richard Easton (Earth-616),\/Richard_Easton_(Earth-616),Public Identity,Neutral Characters,,Grey Hair,Male Characters,,Living Characters,3,Aug-83,1983
Svetlana Porfiry (Earth-616),\/Svetlana_Porfiry_(Earth-616),Secret Identity,Bad Characters,,Grey Hair,Female Characters,,Living Characters,3,Sep-83,1983
Taranith Gestal (Earth-616),\/Taranith_Gestal_(Earth-616),,Bad Characters,Red Eyes,No Hair,,,Deceased Characters,3,May-83,1983
Thomas Smallwood (Earth-616),\/Thomas_Smallwood_(Earth-616),Secret Identity,Good Characters,,,Male Characters,,Living Characters,3,Sep-83,1983
Aerivar XVIII (Earth-616),\/Aerivar_XVIII_(Earth-616),,Bad Characters,,,Male Characters,,Living Characters,3,Dec-84,1984
Alden Maas (Earth-616),\/Alden_Maas_(Earth-616),,Bad Characters,,,Male Characters,,Deceased Characters,3,Feb-84,1984
Anzhela Federova (Earth-616),\/Anzhela_Federova_(Earth-616),Secret Identity,Bad Characters,Blue Eyes,Black Hair,Female Characters,,Living Characters,3,Jan-84,1984
Eric Beale (Earth-616),\/Eric_Beale_(Earth-616),,Bad Characters,,Grey Hair,Male Characters,,Living Characters,3,Oct-84,1984
Heiji Shigematsu (Earth-616),\/Heiji_Shigematsu_(Earth-616),Public Identity,Bad Characters,,White Hair,Male Characters,,Living Characters,3,Nov-84,1984
Jason Praed (Earth-616),\/Jason_Praed_(Earth-616),Secret Identity,Bad Characters,,,Male Characters,,Living Characters,3,Mar-84,1984
Neil Donaldson (Earth-616),\/Neil_Donaldson_(Earth-616),Secret Identity,Bad Characters,Brown Eyes,Brown Hair,Male Characters,,Living Characters,3,Dec-84,1984
Nicholas Damiano (Earth-616),\/Nicholas_Damiano_(Earth-616),Public Identity,Good Characters,,Black Hair,Male Characters,,Deceased Characters,3,Aug-84,1984
Oscar Gordon (Earth-616),\/Oscar_Gordon_(Earth-616),Secret Identity,Bad Characters,,,Male Characters,,Deceased Characters,3,Jul-84,1984
Peter Brand (Earth-616),\/Peter_Brand_(Earth-616),Public Identity,Bad Characters,Blue Eyes,Black Hair,Male Characters,,Deceased Characters,3,Sep-84,1984
Proteus (Atlantean Shapeshifter) (Earth-616),\/Proteus_(Atlantean_Shapeshifter)_(Earth-616),Public Identity,Bad Characters,Blue Eyes,Black Hair,Male Characters,,Living Characters,3,Sep-84,1984
Snake-Eyes (Earth-616),\/Snake-Eyes_(Earth-616),,,,,,,Living Characters,3,Oct-84,1984
Stanley George Johnson (Earth-616),\/Stanley_George_Johnson_(Earth-616),Secret Identity,Neutral Characters,Blue Eyes,Brown Hair,Male Characters,,Living Characters,3,Oct-84,1984
Tim Harrison (Earth-616),\/Tim_Harrison_(Earth-616),Public Identity,Good Characters,Brown Eyes,Brown Hair,Male Characters,,Deceased Characters,3,Jan-84,1984
Varga (Earth-616),\/Varga_(Earth-616),Public Identity,Neutral Characters,,Red Hair,Male Characters,,Living Characters,3,Feb-84,1984
Allison McCourt (Earth-616),\/Allison_McCourt_(Earth-616),No Dual Identity,Good Characters,,Blond Hair,Female Characters,,Living Characters,3,Feb-85,1985
Don Remming (Earth-616),\/Don_Remming_(Earth-616),Secret Identity,Neutral Characters,,,Male Characters,,Living Characters,3,Nov-85,1985
Elspeth Cromwell (Earth-616),\/Elspeth_Cromwell_(Earth-616),Public Identity,Bad Characters,,Blond Hair,Female Characters,,Deceased Characters,3,Jan-85,1985
Holly-Ann Ember (Earth-616),\/Holly-Ann_Ember_(Earth-616),Secret Identity,Good Characters,Blue Eyes,Blond Hair,Female Characters,,Living Characters,3,Sep-85,1985
Hungry (Earth-616),\/Hungry_(Earth-616),,Bad Characters,Variable Eyes,Variable Hair,,,Living Characters,3,Dec-85,1985
John Rival (Earth-616),\/John_Rival_(Earth-616),Public Identity,Neutral Characters,,Black Hair,Male Characters,,Living Characters,3,Feb-85,1985
Kali (Oblivion) (Earth-616),\/Kali_(Oblivion)_(Earth-616),Secret Identity,Bad Characters,,,Female Characters,,Living Characters,3,Feb-85,1985
Kehl (Earth-616),\/Kehl_(Earth-616),Public Identity,Bad Characters,,No Hair,Male Characters,,Living Characters,3,May-85,1985
Le Loup (Earth-616),\/Le_Loup_(Earth-616),Secret Identity,Bad Characters,Black Eyes,Black Hair,Male Characters,,Living Characters,3,Sep-85,1985
Lightningbolt (Earth-616),\/Lightningbolt_(Earth-616),Public Identity,Bad Characters,,,Male Characters,,Deceased Characters,3,Dec-85,1985
Lorne Lincoln (Earth-616),\/Lorne_Lincoln_(Earth-616),,,,,Male Characters,,Living Characters,3,Feb-85,1985
Major Sauleda (Earth-616),\/Major_Sauleda_(Earth-616),Public Identity,Good Characters,,,Male Characters,,Living Characters,3,Jan-85,1985
Nostume (Earth-616),\/Nostume_(Earth-616),Secret Identity,Bad Characters,,White Hair,Male Characters,,Deceased Characters,3,Aug-85,1985
Peeping Tom (Earth-616),\/Peeping_Tom_(Earth-616),Secret Identity,Bad Characters,,No Hair,Male Characters,,Living Characters,3,Dec-85,1985
